Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI,ind_ggplot_depend_import_suggest,ind_gg,ind_ggplot_in_description,ind_extension_in_description,ext_score
aRtsy,1.0.0,NA,NA,"ambient, e1071, ggplot2 (>= 3.4.0), kknn, randomForest, Rcpp,
scales, stats","Rcpp, RcppArmadillo",testthat (>= 3.0.0),NA,GPL (>= 3),NA,NA,NA,NA,164f8bad861d6b6057e3d32164026add,yes,NA,"Koen Derks [aut, cre]","
    person(given = ""Koen"",
           family = ""Derks"",
           role = c(""aut"", ""cre""),
           email = ""koen-derks@hotmail.com"")",NA,https://github.com/koenderks/aRtsy/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05,2024-11-06 08:50:10 UTC,Provides algorithms for creating artworks in the 'ggplot2' language that incorporate some form of randomness.,UTF-8,NA,en-US,NA,NA,NA,NA,Koen Derks <koen-derks@hotmail.com>,NA,2024-11-06 08:19:18 UTC; koenderks,NA,NA,NA,NA,Generative Art with 'ggplot2',NA,"https://koenderks.github.io/aRtsy/,
https://github.com/koenderks/aRtsy,
https://twitter.com/aRtsy_package,
https://botsin.space/web/@aRtsy_package",NA,NA,NA,NA,NA,2024-11-06,NA,NA,NA,"affiner, gridpattern",NA,NA,10.32614/CRAN.package.aRtsy,TRUE,FALSE,TRUE,FALSE,1
AutoAds,0.1.0,NA,NA,"forecast, ggplot2, rlang",NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,fec12cbec66f9a7bff270bee4aa01ffc,no,NA,"Ivan Nemtsev [aut, cre, cph]","person(""Ivan"", ""Nemtsev"", email = ""nemtsev.v@gmail.com"", role = c(""aut"", ""cre"", ""cph""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-08 17:50:02 UTC,"Calculations of the most common metrics of automated advertisement and plotting of them with trend and forecast. Calculations and description of metrics is taken from different RTB platforms support documentation. Plotting and forecasting is based on packages 'forecast', described in Rob J Hyndman and George Athanasopoulos (2021) ""Forecasting: Principles and Practice"" <https://otexts.com/fpp3/> and Rob J Hyndman et al ""Documentation for 'forecast'"" (2003) <https://pkg.robjhyndman.com/forecast/>, and 'ggplot2', described in Hadley Wickham et al ""Documentation for 'ggplot2'"" (2015) <https://ggplot2.tidyverse.org/>, and Hadley Wickham, Danielle Navarro, and Thomas Lin Pedersen (2015) ""ggplot2: Elegant Graphics for Data Analysis"" <https://ggplot2-book.org/>.",UTF-8,NA,NA,NA,NA,NA,NA,Ivan Nemtsev <nemtsev.v@gmail.com>,NA,2023-07-08 11:44:28 UTC; moki,NA,NA,NA,NA,Advertisement Metrics Calculation,Package,NA,NA,NA,NA,NA,NA,2023-07-08,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.AutoAds,TRUE,FALSE,TRUE,FALSE,1
autoplotly,0.1.4,NA,R (>= 3.1),"methods, ggplot2, plotly, ggfortify",NA,"testthat, knitr, markdown",NA,GPL-2,NA,NA,NA,NA,429b44007c4d2f46a6944b7bcf79067a,no,NA,"Yuan Tang [aut, cre] (<https://orcid.org/0000-0001-5243-233X>)","person(""Yuan"", ""Tang"", role = c(""aut"", ""cre""),
                  email = ""terrytangyuan@gmail.com"",
                  comment = c(ORCID = ""0000-0001-5243-233X""))",NA,https://github.com/terrytangyuan/autoplotly/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-18 06:50:11 UTC,"Functionalities to automatically generate interactive visualizations for
             statistical results supported by 'ggfortify', such as time series, PCA,
             clustering and survival analysis, with 'plotly.js' <https://plotly.com/>  and
             'ggplot2' style. The generated visualizations can also be easily extended
             using 'ggplot2' and 'plotly' syntax while staying interactive.",UTF-8,NA,NA,NA,NA,NA,NA,Yuan Tang <terrytangyuan@gmail.com>,NA,2021-04-18 02:05:06 UTC; yuan.tang,NA,NA,NA,NA,"Automatic Generation of Interactive Visualizations for
Statistical Results",Package,https://github.com/terrytangyuan/autoplotly,NA,knitr,NA,NA,NA,2021-04-18,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.autoplotly,TRUE,FALSE,TRUE,FALSE,1
baggr,0.7.8,NA,"R (>= 3.5.0), Rcpp (>= 0.12.17)","rstan (>= 2.26.0), rstantools (>= 2.1.1), bayesplot, crayon,
forestplot, ggplot2, ggplotify, ggrepel, gridExtra, utils,
stats, testthat, methods","StanHeaders (>= 2.26.0), rstan (>= 2.26.0), BH (>=
1.66.0-1), Rcpp (>= 0.12.17), RcppParallel (>= 5.0.1),
RcppEigen (>= 0.3.3.4.0)","knitr, covr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,40cf3532f867d324d19eedf26883a24b,yes,NA,"Witold Wiecek [cre, aut],
  Rachael Meager [aut],
  Brice Green [ctb] (loo_compare, many visuals),
  Danny Toomey [ctb] (many bug fixes),
  Trustees of Columbia University [cph] (package skeleton)","c(person(""Witold"", ""Wiecek"", email = ""witold.wiecek@gmail.com"", role = c(""cre"", ""aut"")), 
             person(""Rachael"", ""Meager"", role=""aut""),
             person(""Brice"", ""Green"", role=""ctb"", comment = ""loo_compare, many visuals""),
             person(""Danny"", ""Toomey"", role=""ctb"", comment = ""many bug fixes""),
             person(""Trustees of"", ""Columbia University"", role = ""cph"", comment = ""package skeleton""))",true,https://github.com/wwiecek/baggr/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-12 18:20:02 UTC,"Running and comparing meta-analyses of data with hierarchical 
    Bayesian models in Stan, including convenience functions for formatting
    data, plotting and pooling measures specific to meta-analysis. This implements many models
    from Meager (2019) <doi:10.1257/app.20170299>.",UTF-8,NA,en-GB,true,NA,NA,NA,Witold Wiecek <witold.wiecek@gmail.com>,NA,2024-02-12 16:59:36 UTC; waw,NA,NA,NA,GNU make,Bayesian Aggregate Treatment Effects,Package,https://github.com/wwiecek/baggr,NA,knitr,NA,NA,NA,2024-02-12,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.baggr,TRUE,TRUE,FALSE,FALSE,1
BGGM,2.1.5,NA,R (>= 4.0.0),"BFpack (>= 1.2.3), GGally (>= 1.4.0), ggplot2 (>= 3.2.1),
ggridges (>= 0.5.1), grDevices, MASS (>= 7.3-51.5), methods,
mvnfast (>= 0.2.5), network (>= 1.15), reshape (>= 0.8.8), Rcpp
(>= 1.0.4.6), Rdpack (>= 0.11-1), sna (>= 2.5), stats, utils,","Rcpp, RcppArmadillo, RcppDist, RcppProgress","abind (>= 1.4-5), assortnet (>= 0.12), networktools (>=
1.3.0), mice (>= 3.8.0), psych, knitr, rmarkdown, testthat (>=
3.0.0)",NA,GPL-2,NA,NA,NA,NA,c5f52144b0badf09d3edfff2169ad5ef,yes,NA,"Donald Williams [aut],
  Joris Mulder [aut],
  Philippe Rast [aut, cre]","c(person(""Donald"", ""Williams"", email = ""drwwilliams@ucdavis.edu"", role = ""aut""),
             person(""Joris"", ""Mulder"", email = ""J.Mulder3@uvt.nl"", role = ""aut""),
	     person(""Philippe"", ""Rast"", email = ""rast.ph@gmail.com"", role = c(""aut"", ""cre"")))",NA,https://github.com/donaldRwilliams/BGGM/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-22,2024-12-22 21:40:02 UTC,"Fit Bayesian Gaussian graphical models. The methods are separated into 
    two Bayesian approaches for inference: hypothesis testing and estimation. There are 
    extensions for confirmatory hypothesis testing, comparing Gaussian graphical models, 
    and node wise predictability. These methods were recently introduced in the Gaussian 
    graphical model literature, including 
    Williams (2019) <doi:10.31234/osf.io/x8dpr>, 
    Williams and Mulder (2019) <doi:10.31234/osf.io/ypxd8>,
    Williams, Rast, Pericchi, and Mulder (2019) <doi:10.31234/osf.io/yt386>.",UTF-8,NA,NA,true,NA,NA,NA,Philippe Rast <rast.ph@gmail.com>,NA,2024-12-22 20:51:33 UTC; philippe,Rdpack,NA,NA,NA,Bayesian Gaussian Graphical Models,Package,https://donaldrwilliams.github.io/BGGM/,NA,knitr,NA,NA,NA,2024-12-22,NA,easybgm,NA,NA,NA,NA,10.32614/CRAN.package.BGGM,TRUE,TRUE,FALSE,TRUE,2
biscale,1.0.0,NA,R (>= 3.5),"classInt, ggplot2, stats, utils",NA,"covr, cowplot, knitr, rmarkdown, sf, testthat",NA,GPL-3,NA,NA,NA,NA,f039f97946a722604fdfddc26230283f,no,NA,"Christopher Prener [aut, cre] (<https://orcid.org/0000-0002-4310-9888>),
  Timo Grossenbacher [aut],
  Angelo Zehr [aut],
  Joshua Stevens [ctb]","c(
    person(""Christopher"", ""Prener"", , ""chris.prener@gmail.com"", c(""aut"", ""cre""),
    comment = c(ORCID = ""0000-0002-4310-9888"")),
    person(""Timo"", ""Grossenbacher"", , role = ""aut""),
    person(""Angelo"", ""Zehr"", , role = ""aut""),
    person(""Joshua"", ""Stevens"", , role = ""ctb""))",NA,https://github.com/chris-prener/biscale/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-27 08:40:09 UTC,"Provides a 'ggplot2' centric approach to bivariate mapping. This is a 
    technique that maps two quantities simultaneously rather than the single value 
    that most thematic maps display. The package provides a suite of tools 
    for calculating breaks using multiple different approaches, a selection of 
    palettes appropriate for bivariate mapping and scale functions for 'ggplot2' 
    calls that adds those palettes to maps. Tools for creating bivariate legends 
    are also included.",UTF-8,NA,NA,true,NA,NA,NA,Christopher Prener <chris.prener@gmail.com>,NA,2022-05-26 18:11:15 UTC; chris,NA,NA,NA,NA,Tools and Palettes for Bivariate Thematic Mapping,Package,https://chris-prener.github.io/biscale/,NA,knitr,NA,NA,NA,2022-05-27,NA,NA,NA,palettes,NA,NA,10.32614/CRAN.package.biscale,TRUE,FALSE,TRUE,FALSE,1
BlandAltmanLeh,0.3.1,NA,NA,NA,NA,"ggplot2, knitr, ggExtra",NA,GPL,NA,NA,NA,NA,50d200b7bd2d9634112aaa9e49effd2d,no,NA,Bernhard Lehnert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-20,2015-12-23 23:32:17,"Bland-Altman Plots using either base graphics or ggplot2,
    augmented with confidence intervals, with detailed return values and
    a sunflowerplot option for data with ties.",NA,NA,NA,NA,NA,NA,NA,Bernhard Lehnert <bernhard.lehnert@uni-greifswald.de>,NA,2015-12-23 13:34:58 UTC; Bernhard,NA,NA,NA,NA,Plots (Slightly Extended) Bland-Altman Plots,Package,NA,NA,knitr,NA,NA,NA,2015-12-23,NA,"sistmr, spiky",NA,NA,NA,NA,10.32614/CRAN.package.BlandAltmanLeh,TRUE,FALSE,TRUE,FALSE,1
blastula,0.3.5,NA,R (>= 3.6),"base64enc (>= 0.1-3), commonmark (>= 1.7), curl (>= 5.2),
digest, dplyr (>= 1.1.0), fs (>= 1.3.1), getPass (>= 0.2-2),
here (>= 1.0.0), htmltools (>= 0.5.7), httr (>= 1.4.0),
jsonlite (>= 1.8.0), magrittr (>= 1.5), mime (>= 0.6), rlang
(>= 1.0), rmarkdown, stringr (>= 1.4.0), uuid (>= 0.1-2)",NA,"covr, ggplot2, glue, testthat (>= 3.0.0), keyring, knitr,
xml2, openxlsx, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,c81fa26cabb15e01b9c7e1346802cb6e,no,NA,"Richard Iannone [aut, cre] (<https://orcid.org/0000-0003-3925-190X>),
  Joe Cheng [aut],
  Jeroen Ooms [ctb] (<https://orcid.org/0000-0002-4035-0289>),
  Ted Goas [cph] (cerberus-meta.html),
  Posit Software, PBC [cph, fnd]","c(
    person(""Richard"", ""Iannone"", role = c(""aut"", ""cre""), email = ""rich@posit.co"",
           comment = c(ORCID = ""0000-0003-3925-190X"")),
    person(""Joe"", ""Cheng"", role = ""aut"", email = ""joe@posit.co""),
    person(""Jeroen"", ""Ooms"", role = ""ctb"", email = ""jeroen@berkeley.edu"",
           comment = c(ORCID = ""0000-0002-4035-0289"")),
    person(""Ted"", ""Goas"", role = ""cph"", comment = ""cerberus-meta.html""),
    person(""Posit Software, PBC"", role = c(""cph"", ""fnd""))
    )",NA,https://github.com/rstudio/blastula/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-24 21:30:03 UTC,"Compose and send out responsive HTML email messages that render
    perfectly across a range of email clients and device sizes. Helper functions
    let the user insert embedded images, web link buttons, and 'ggplot2' plot
    objects into the message body. Messages can be sent through an 'SMTP'
    server, through the 'RStudio Connect' service, or through the 'Mailgun' API
    service <https://www.mailgun.com/>.",UTF-8,NA,en-US,NA,NA,NA,NA,Richard Iannone <rich@posit.co>,NA,2024-02-24 21:09:15 UTC; riannone,NA,NA,NA,pandoc (>= 1.12.3) - http://pandoc.org,Easily Send HTML Email Messages,Package,"https://github.com/rstudio/blastula,
https://pkgs.rstudio.com/blastula/",NA,NA,NA,NA,NA,2024-02-24,NA,"moodef, pointblank",NA,"BiocPkgTools, labeleR, Microsoft365R",NA,NA,10.32614/CRAN.package.blastula,TRUE,FALSE,TRUE,FALSE,1
bmggum,0.1.0,NA,R (>= 3.4.0),"methods, Rcpp (>= 0.12.0), RcppParallel (>= 5.0.1), rstan (>=
2.18.1), rstantools (>= 2.1.1), edstan, ggplot2, GGUM, loo,
stats","BH (>= 1.66.0), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
RcppParallel (>= 5.0.1), rstan (>= 2.18.1), StanHeaders (>=
2.18.0)","knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,285740666f913e9655a5975452e7e00d,yes,NA,"Naidan Tu [aut, cre],
  Bo Zhang [aut]","
    c(person(given = ""Naidan"",
           family = ""Tu"",
           role = c(""aut"", ""cre""),
           email = ""naidantu@usf.edu""),
      person(given = ""Bo"",
           family = ""Zhang"",
           role = c(""aut""),
           email = ""bozhang3065@gmail.com""))",true,https://github.com/Naidantu/bmggum/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-4-8,2021-04-09 08:50:06 UTC,"Full Bayesian estimation of Multidimensional Generalized Graded Unfolding Model (MGGUM) using 'rstan' (See Stan Development Team (2020) <https://mc-stan.org/>).
    Functions are provided for estimation, result extraction, model fit statistics, and plottings.",UTF-8,NA,NA,NA,NA,NA,NA,Naidan Tu <naidantu@usf.edu>,NA,2021-04-08 14:16:41 UTC; NaidanTu,NA,NA,NA,GNU make,Bayesian Multidimensional Generalized Graded Unfolding Model,NA,https://github.com/Naidantu/bmggum,NA,knitr,NA,NA,NA,2021-04-09,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.bmggum,TRUE,TRUE,FALSE,FALSE,1
braidReports,1.0.1,NA,"braidrm (>= 1.0.0), ggplot2, R (>= 3.0)","basicdrm, cowplot, grid, gtable, scales, utils",NA,"knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,cb9fde648d596dd20791a684412e867b,no,NA,"Anang Shelat [aut],
  Nathaniel R. Twarog [aut, cre]","c(
    person(""Anang"", ""Shelat"", email = ""anang.shelat@stjude.org"", role = c(""aut"")),
    person(""Nathaniel R."", ""Twarog"", , email =""nathaniel.twarog@stjude.org"", role = c(""aut"", ""cre"")))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-29 22:40:11 UTC,"Provides functions to visualize combined action data in 'ggplot2'.
    Also provides functions for producing full BRAID analysis reports with 
    custom layouts and aesthetics, using the BRAID method originally described 
    in Twarog et al. (2016) <doi:10.1038/srep25523>.",UTF-8,NA,NA,true,NA,NA,NA,Nathaniel R. Twarog <nathaniel.twarog@stjude.org>,NA,2024-09-29 14:54:40 UTC; ntwarog,NA,NA,NA,NA,"Visualize Combined Action Response Surfaces and Report BRAID
Analyses",NA,NA,NA,knitr,NA,NA,NA,2024-09-29,NA,NA,NA,braidrm,NA,NA,10.32614/CRAN.package.braidReports,TRUE,FALSE,TRUE,FALSE,1
brolgar,1.0.1,NA,R (>= 3.5.0),"dplyr (>= 0.8.3), fabletools, ggplot2 (>= 3.2.0), glue (>=
1.3.1), magrittr (>= 1.5), purrr (>= 0.3.2), rlang (>= 0.4.0),
stats, tibble (>= 2.1.3), tidyr (>= 0.8.3), tsibble (>= 0.8.2),
vctrs",NA,"gapminder, gghighlight (>= 0.1.0), knitr (>= 1.23), Matrix
(>= 1.6-5), lme4, modelr, rmarkdown (>= 1.14), spelling (>=
2.1), testthat (>= 3.0.0), tsibbledata, vdiffr (>= 0.3.1)",NA,MIT + file LICENSE,NA,NA,NA,NA,12eef4d4b107ebcce0091803ebc613dd,no,NA,"Nicholas Tierney [aut, cre] (<https://orcid.org/0000-0003-1460-8722>),
  Di Cook [aut] (<https://orcid.org/0000-0002-3813-7155>),
  Tania Prvan [aut],
  Stuart Lee [ctb],
  Earo Wang [ctb]","
    c(person(given = ""Nicholas"",
             family = ""Tierney"",
             role = c(""aut"", ""cre""),
             email = ""nicholas.tierney@gmail.com"",
             comment = c(ORCID = ""https://orcid.org/0000-0003-1460-8722"")),
      person(given = ""Di"",
             family = ""Cook"",
             role = ""aut"",
             email = ""dicook@monash.edu"",
             comment = c(ORCID = ""https://orcid.org/0000-0002-3813-7155"")),
      person(given = ""Tania"",
             family = ""Prvan"",
             role = ""aut"",
             email = ""tania.prvan@mq.edu.au""),
      person(given = ""Stuart"",
             family = ""Lee"",
             role = ""ctb""),
      person(given = ""Earo"",
             family = ""Wang"",
             role = ""ctb""))",NA,https://github.com/njtierney/brolgar/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-10 14:50:34 UTC,"Provides a framework of tools to summarise, visualise, and explore 
  longitudinal data. It builds upon the tidy time series data frames used in the
  'tsibble' package, and is designed to integrate within the 'tidyverse', and
  'tidyverts' (for time series) ecosystems. The methods implemented include 
  calculating features for understanding longitudinal data, including 
  calculating summary statistics such as quantiles, medians, and numeric ranges,
  sampling individual series, identifying individual series representative of a 
  group, and extending the facet system  in 'ggplot2' to facilitate exploration of samples of data. These methods are
  fully described in the paper ""brolgar: An R package to Browse Over 
  Longitudinal Data Graphically and Analytically in R"", Nicholas Tierney, 
  Dianne Cook, Tania Prvan (2020) <doi:10.32614/RJ-2022-023>.",UTF-8,NA,en-US,true,NA,NA,NA,Nicholas Tierney <nicholas.tierney@gmail.com>,NA,2024-05-10 07:57:20 UTC; nick,NA,NA,NA,NA,Browse Over Longitudinal Data Graphically and Analytically in R,NA,"https://github.com/njtierney/brolgar,
https://brolgar.njtierney.com/",NA,knitr,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.brolgar,TRUE,FALSE,TRUE,FALSE,1
BVARverse,0.0.1,NA,"R (>= 3.5.0), BVAR","ggplot2, tidyr, generics, rlang",NA,tinytest,NA,GPL-3,NA,NA,NA,NA,ca2b88fe7a2c28003a311eb51a94c25d,no,NA,"Lukas Vashold [aut, cre] (<https://orcid.org/0000-0002-3562-3414>),
  Nikolas Kuschnig [aut] (<https://orcid.org/0000-0002-6642-2543>)","c(person(""Lukas"", ""Vashold"", role = c(""aut"", ""cre""), email = ""lukas.vashold@wu.ac.at"", comment = c(ORCID = ""0000-0002-3562-3414"")),
    person(""Nikolas"", ""Kuschnig"", role = c(""aut""), comment = c(ORCID = ""0000-0002-6642-2543"")))",NA,https://github.com/nk027/bvarverse/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-07,2020-09-22 08:20:12 UTC,"Functions to prepare tidy objects from estimated models via 'BVAR'
    (see Kuschnig & Vashold, 2019 <doi:10.13140/RG.2.2.25541.60643>) and
    visualisation thereof. Bridges the gap between estimating models with 'BVAR'
    and plotting the results in a more sophisticated way with 'ggplot2' as well
    as passing them on in a tidy format. ",UTF-8,NA,NA,true,NA,NA,NA,Lukas Vashold <lukas.vashold@wu.ac.at>,NA,2020-09-13 20:09:25 UTC; lukas,NA,NA,NA,NA,Tidy Bayesian Vector Autoregression,Package,https://github.com/nk027/bvarverse,NA,NA,NA,NA,NA,2020-09-22,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.BVARverse,TRUE,FALSE,TRUE,FALSE,1
calendRio,0.2.1,NA,NA,"dplyr, forcats, gggibbous, ggimage, ggplot2, suncalc",NA,NA,NA,AGPL (>= 3),NA,NA,NA,NA,470d25bfe8d5fe32351ed99431d9091a,no,NA,"José Carlos Soage González [aut, cph],
  Natalia Pérez Veiga [aut, cph],
  Marcel Schilling [aut, cph, cre]
    (<https://orcid.org/0000-0002-3453-7792>)","
  c(person(given = ""José Carlos"",
           family = ""Soage González"",
           email = ""jsoage@uvigo.es"",
           role = c(""aut"", ""cph"")),
    person(given = ""Natalia"",
           family = ""Pérez Veiga"",
           email = ""naperez@uvigo.es"",
           role = c(""aut"", ""cph"")),
    person(given = ""Marcel"",
           family = ""Schilling"",
           email = ""foss@mschilli.com"",
           role = c(""aut"", ""cph"", ""cre""),
           comment = c(ORCID = ""0000-0002-3453-7792"")))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-21 10:10:02 UTC,"Fork of 'calendR' R package to generate ready to print
  calendars with 'ggplot2' (see <https://r-coder.com/calendar-plot-r/>)
  with additional features (backwards compatible).
  'calendRio' provides a 'calendR()' function that serves as a drop-in
  replacement for the upstream version but allows for additional
  parameters unlocking extra functionality.",UTF-8,NA,NA,NA,NA,NA,NA,Marcel Schilling <foss@mschilli.com>,NA,2024-12-21 09:52:12 UTC; schilling,NA,NA,NA,NA,'calendR' Fork with Additional Features (Backwards Compatible),NA,NA,NA,NA,NA,NA,NA,2024-12-21,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.calendRio,TRUE,FALSE,TRUE,FALSE,1
canadianmaps,2.0.0,NA,R (>= 2.10),"ggplot2, sp, sf, ggrepel, RColorBrewer, dplyr",NA,"knitr, rmarkdown, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,c2846ba68440eaadb901bd9a4903fd80,no,NA,"Joelle Cayen [aut, cre]","
    person(given = ""Joelle"",
           family = ""Cayen"",
           role = c(""aut"", ""cre""),
           email = ""joelle.cayen@phac-aspc.gc.ca"",
           comment = """")",NA,https://github.com/joellecayen/canadianmaps/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-02 22:35:03 UTC,"Simple and seamless access to a variety of 'StatCan' shapefiles for mapping Canadian provinces, regions, forward sortation areas, census divisions, and subdivisions using the popular 'ggplot2' package.",UTF-8,NA,NA,true,xz,NA,NA,Joelle Cayen <joelle.cayen@phac-aspc.gc.ca>,NA,2024-04-02 19:05:39 UTC; JCAYEN,NA,NA,NA,NA,Effortlessly Create Stunning Canadian Maps,NA,https://github.com/joellecayen/canadianmaps,NA,NA,NA,NA,NA,2024-04-02,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.canadianmaps,TRUE,FALSE,TRUE,FALSE,1
cartographr,0.2.2,NA,R (>= 3.6),"cli, crayon, osmdata, ggplot2, grid, showtext, sysfonts, sf,
utils",NA,"dplyr, knitr, rmarkdown, testthat (>= 3.0.0)",NA,GPL (>= 3),NA,NA,NA,NA,7967d2be51e9687def511b22c8a057e3,no,NA,"David Willinger [aut, cre, cph]","person(""David"", ""Willinger"", , ""david.willinger@gmail.com"", role = c(""aut"", ""cre"", ""cph""))",NA,https://github.com/da-wi/cartographr/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28 14:50:09 UTC,"Simplifying the creation of print-ready maps, this package offers a user-friendly interface derived from 'ggplot2' for handling OpenStreetMap data. It streamlines the map-making process, allowing users to focus on the story their maps tell. Transforming raw geospatial data into informative visualizations is made easy with simple features 'sf' geometries. Whether for urban planning, environmental studies, or impactful public presentations, this tool facilitates straightforward and effective map creation. Enhance the dissemination of spatial information with high-quality, narrative-driven visualizations!",UTF-8,NA,en-US,true,xz,NA,NA,David Willinger <david.willinger@gmail.com>,NA,2024-06-28 10:12:36 UTC; David.Willinger,NA,NA,NA,NA,Crafting Print-Ready Maps and Layered Visualizations,NA,"https://da-wi.github.io/cartographr/,
https://github.com/da-wi/cartographr",NA,knitr,NA,NA,NA,2024-06-28,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.cartographr,TRUE,FALSE,TRUE,FALSE,1
Certara.VPCResults,3.0.2,NA,R (>= 4.0),"shinyAce, shinymeta, bslib (>= 0.7.0), colourpicker,
data.table, dplyr, DT, grDevices, ggplot2, plotly, shiny (>=
1.7.0), shinycssloaders, shinyjs, shinyWidgets, shinyjqui,
sortable, tidyvpc, htmltools, rlang, scales",NA,"knitr, rmarkdown, xpose, ggnewscale, testthat (>= 3.0.0)",NA,LGPL-3,NA,NA,NA,NA,34b6b02db70325c5f89c6360e87b3976,no,NA,"James Craig [aut, cre],
  Mike Talley [aut],
  Certara USA, Inc [cph, fnd]","c(
      person(""James"", ""Craig"", email = ""james.craig@certara.com"", role = c(""aut"", ""cre"")),
      person(""Mike"", ""Talley"", email = ""mike.talley@certara.com"", role = c(""aut"")),
      person(""Certara USA, Inc"", role = c(""cph"",""fnd""))
      )",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-02 15:30:02 UTC,"Utilize the 'shiny' interface to parameterize a Visual Predictive Check (VPC),
    including selecting from different binning or binless methods and performing stratification,
    censoring, and prediction correction. Generate the underlying 'tidyvpc' and 'ggplot2' code
    directly from the user interface and download R or Rmd scripts to reproduce the VPCs in R.",UTF-8,NA,NA,NA,NA,NA,NA,James Craig <james.craig@certara.com>,NA,2024-12-02 15:15:54 UTC; jcraig,NA,NA,NA,NA,Generate Visual Predictive Checks (VPC) Using 'shiny',NA,https://certara.github.io/R-VPCResults/,NA,NA,NA,NA,NA,2024-12-02,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.Certara.VPCResults,TRUE,FALSE,TRUE,FALSE,1
